message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes
NAV_20260428_002,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,economy,inflation,tracking_poll,"Trust Democrats vs. Republicans on inflation/cost of living — 37% D, 34% R, 23% neither",37,34,3,,,1000,online_panel,registered_voters,3.1,navigator;trust;economy;inflation;party_comparison,"After adding ""neither"" option: Democrats dropped 12%, Republicans dropped 8%. Survey Apr 2-6 2026."
NAV_20260428_003,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,immigration,party_trust,tracking_poll,Trust Republicans on immigration — declined from 58% (Jan 2025) to 42% (Feb 2026),42,,,,,1000,online_panel,registered_voters,3.1,navigator;trust;immigration;trend,"Sharp decline: 58→49→46→42%. Key events: National Guard deployment to LA, immigration actions in Minnesota. Survey Apr 2-6 2026."
NAV_20260428_004,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,government,party_trust,tracking_poll,"Trust Republicans on ""getting things done"" — 41% R vs 31% D, 23% neither",41,31,10,,,1000,online_panel,registered_voters,3.1,navigator;trust;government;party_comparison,"Republican advantage. After ""neither"" option: GOP dropped 7%, Dems dropped 8%. Survey Apr 2-6 2026."
NAV_20260428_005,Navigator Research,https://navigatorresearch.org/special-report-who-do-americans-trust/,2026-04-28,politics,party_trust,tracking_poll,"Trust Democrats on ""looking out for people like me"" — net +5 advantage",,,,,,1000,online_panel,registered_voters,3.1,navigator;trust;values;party_comparison,"23% trust neither party, 7% don't know. ""Slight Democratic advantage."" Survey Apr 2-6 2026."
NAV_20260414_001,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,tax_policy,tracking_poll,Republican tax law favorability,36,49,-13,,net_favorability,1000,online_panel,registered_voters,3.1,navigator;tax;gop_tax_law,"Republican tax law remains net -13 unfavorable. Field: Apr 2-6, 2026."
NAV_20260414_002,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,tax_trust,tracking_poll,Trust Democrats vs. Republicans on taxes (tied at 34%),34,34,0,,trust,1000,online_panel,registered_voters,3.1,navigator;tax;trust;democrats;republicans,"Trust on taxes: Democrats 34%, Trump/Republicans 34%. Republicans lost 6-pt advantage from Jan 2026. 24% trust neither."
NAV_20260414_003,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,tax_policy,tracking_poll,Tax law does not benefit the middle class,48,28,+20,,agreement,1000,online_panel,registered_voters,3.1,navigator;tax;middle_class,"48% agree tax law does not benefit middle class. 24% say ""don't know enough to say."""
NAV_20260414_004,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,tax_policy,tracking_poll,Costs of tax law outweigh benefits,44,31,+13,,agreement,1000,online_panel,registered_voters,3.1,navigator;tax;costs_vs_benefits,44% agree costs outweigh benefits.
NAV_20260414_005,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,tax_policy,rebuttal,"Democrats say the One Big Beautiful Bill cuts programs people depend on, like Medicaid and SNAP, to pay for tax cuts for billionaires and big corporations, leaving millions unable to put food on the table or afford health care.",,,,,,1000,online_panel,registered_voters,3.1,navigator;tax;medicaid;snap;billionaires;rebuttal,Most effective rebuttal message against Republican tax law.
NAV_20260414_006,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-14,economy,tariffs,rebuttal,"Democrats say because of Trump and Republicans, the average American could pay thousands more this year in costs because of tariffs and increased gas prices, which would wipe out any possible savings from the One Big Beautiful Bill.",,,,,,1000,online_panel,registered_voters,3.1,navigator;tax;tariffs;gas_prices;rebuttal,Still effective rebuttal: tariffs and gas prices wipe out tax savings.
NAV_20260406_057,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,healthcare,,tested_message,"Those who say we should absolutely root out waste, fraud, and abuse in government and hold bad actors accountable. But, Medicaid, SNAP, and the Affordable Care Act help millions of people afford the basics. We should not be cutting these programs at a time when so many people are struggling with high costs",65.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48A. - side 1. Field: 2026-04-06."
NAV_20260406_058,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,healthcare,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",35.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48A. - side 2. Field: 2026-04-06."
NAV_20260406_059,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,healthcare,,tested_message,"Those who say Medicaid, SNAP, and the Affordable Care Act help millions of people afford the basics. We should not be cutting these programs at a time when so many people are struggling with high costs",66.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48B. - side 1. Field: 2026-04-06."
NAV_20260406_060,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,healthcare,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",34.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48B. - side 2. Field: 2026-04-06."
NAV_20260406_061,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, but so much of that comes from private companies hired by the federal government and people who cheat on their taxes, not the government itself",41.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49A. - side 1. Field: 2026-04-06."
NAV_20260406_062,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",59.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49A. - side 2. Field: 2026-04-06."
NAV_20260406_063,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say criticisms of waste, fraud, and abuse are a distraction Americans",42.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49B. - side 1. Field: 2026-04-06."
NAV_20260406_064,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",58.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49B. - side 2. Field: 2026-04-06."
NAV_20260406_065,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,economy,,contrast,"Democrats who say because of Trump and Republicans, the average American could pay thousands more this year in costs because of tariffs and increased gas prices, which would wipe out any possible savings from the One Big Beautiful Bill",47.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51C. - side 1. Field: 2026-04-06."
NAV_20260406_066,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,economy,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",40.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51C. - side 2. Field: 2026-04-06."
NAV_20260406_067,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,healthcare,,contrast,"Democrats who say the One Big Beautiful Bill raises costs on middle class families instead of helping them. It cut programs people depend on, like Medicaid and SNAP, to pay for tax cuts for billionaires and big corporations, leaving millions unable to put food on the table or afford health care",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51D. - side 1. Field: 2026-04-06."
NAV_20260406_068,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,healthcare,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",39.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51D. - side 2. Field: 2026-04-06."
NAV_20260406_069,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,economy,,contrast,"Democrats who say that this year, Republicans raised taxes on everyone except the ultra wealthy and enacted the highest tax increase on working Americans since 1982. Now, middle class families are paying up to $1,000 more in taxes this year, while the richest 1% are receiving nearly $9,000 in tax breaks",43.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52C. - side 1. Field: 2026-04-06."
NAV_20260406_070,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,economy,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",45.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52C. - side 2. Field: 2026-04-06."
NAV_20260406_071,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,economy,,contrast,"Democrats who say nearly 90% of workers do not benefit from the One Big Beautiful Bill's new tax policies on overtime and tips. Many middle class people will still have to pay taxes on tips, overtime, and Social Security, but billionaires and big corporations are really getting a trillion dollars in new tax breaks",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52D. - side 1. Field: 2026-04-06."
NAV_20260406_072,Navigator Research,https://navigatorresearch.org/views-on-republican-tax-policies/,2026-04-06,economy,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",41.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52D. - side 2. Field: 2026-04-06."
NAV_20260319_001,Navigator Research,https://navigatorresearch.org/the-more-americans-learn-about-the-save-act-the-less-they-like-it/,2026-03-19,voting_rights,voter_id,rebuttal,The SAVE Act would require a passport or birth certificate to register to vote...,52,,,,,1500,online_panel,likely_voters,2.5,save_act;voter_suppression,52% convincing. Flipped support from +11 to -2 net.
NAV_20260318_001,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,iran_war,tracking_poll,Support vs. oppose US military operation against Iran,40,49,-9,,support_oppose,1000,online_panel,registered_voters,3.1,navigator;iran;war;opposition,"Opposition leads by 9 pts. Field: Mar 12-16, 2026. 74% of Dems oppose, 52% of Inds oppose."
NAV_20260318_002,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,iran_war,tracking_poll,Trump does not have clear timeline or goals for Iran operation,53,,,,agreement,1000,online_panel,registered_voters,3.1,navigator;iran;trump;timeline,53% believe Trump has no clear timeline or goals.
NAV_20260318_003,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,iran_war,tracking_poll,Concerned the US will get bogged down in prolonged conflict with Iran,67,,,,concern,1000,online_panel,registered_voters,3.1,navigator;iran;prolonged_conflict;concern,67% concerned about prolonged conflict.
NAV_20260318_004,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,iran_war,tracking_poll,Think Iran conflict will last months or longer,53,,,,expectation,1000,online_panel,registered_voters,3.1,navigator;iran;duration;expectation,53% think months or longer. 30% say a year or longer.
NAV_20260318_005,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,iran_war,tracking_poll,Say Iran operation has made the world less safe,46,28,,,perception,1000,online_panel,registered_voters,3.1,navigator;iran;safety,46% say world is less safe. 28% say safer.
NAV_20260318_006,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,iran_funding,tracking_poll,Oppose providing additional $50 billion in Iran war funding,34,54,-20,,opposition,1000,online_panel,registered_voters,3.1,navigator;iran;funding;opposition,54% oppose additional $50 billion in funding.
NAV_20260318_007,Navigator Research,https://navigatorresearch.org/perceptions-and-concerns-about-trumps-war-against-iran/,2026-03-18,foreign_policy,iran_war,tracking_poll,Want Trump and Congress to prioritize inflation and cost of living over foreign conflicts,58,,,,priority,1000,online_panel,registered_voters,3.1,navigator;inflation;priorities;iran,58% want inflation/cost of living prioritized. Perceive Trump focused on immigration (64%) and foreign conflicts (54%).
NAV_20260316_053,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,The Supreme Court ruled recent tariffs illegal and therefore Americans should get a rebate from the money that was stolen from them,57.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33C. - side 1. Field: 2026-03-16."
NAV_20260316_054,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,The tariffs worked to bring in billions of dollars to the United States and now Americans should share in the success of this policy,43.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33C. - side 2. Field: 2026-03-16."
NAV_20260316_055,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,"The tariffs raised costs for Americans by thousands of dollars a year, and therefore Americans should get a rebate from the money that was collected",65.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33D. - side 1. Field: 2026-03-16."
NAV_20260316_056,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,The tariffs worked to bring in billions of dollars to the United States and now Americans should share in the success of this policy,35.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33D. - side 2. Field: 2026-03-16."
NAV_20260220_001,Navigator Research,https://navigatorresearch.org/message-guidance-on-tariff-scotus-ruling/,2026-02-20,economy,tariffs,tracking_poll,Tariff favorability — unfavorable,30,60,-30,,net_favorability,1000,online_panel,registered_voters,3.1,navigator;tariffs;favorability,"Tariffs 30 points underwater. Field: Jan 8-12, 2026."
NAV_20260220_002,Navigator Research,https://navigatorresearch.org/message-guidance-on-tariff-scotus-ruling/,2026-02-20,economy,tariffs,tracking_poll,Oppose Trump tariff plan — tested opposition to Trump's tariff proposals,,55,,,opposition,1000,online_panel,registered_voters,3.1,navigator;tariffs;trump_plan,"55% oppose Trump tariff plan. 38% support. 88% of Dems, 55% of Inds oppose. | Expanded from summary label"
NAV_20260220_003,Navigator Research,https://navigatorresearch.org/message-guidance-on-tariff-scotus-ruling/,2026-02-20,economy,tariffs,tracking_poll,Say tariffs increased their costs,69,10,,,perception,1000,online_panel,registered_voters,3.1,navigator;tariffs;cost_impact,69% say tariffs increased costs. Only 10% say costs went down. 52% of Republicans agree costs increased.
NAV_20260220_004,Navigator Research,https://navigatorresearch.org/message-guidance-on-tariff-scotus-ruling/,2026-02-20,economy,inflation,tracking_poll,Disapprove of Trump handling of inflation and cost of living,37,58,-21,,approval,1000,online_panel,registered_voters,3.1,navigator;economy;inflation;trump_approval,"58% disapprove, 37% approve of Trump handling of inflation/cost of living."
NAV_20260216_001,Navigator Research,https://navigatorresearch.org/special-battleground-report-on-food-and-health-part-ii-messages/,2026-02-16,healthcare,food_safety,negative,Trump and Republicans are hurting American children...,64,,,,,1500,online_panel,likely_voters,2.5,food_safety;children;snap,64% concerned.
NAV_20260216_002,Navigator Research,https://navigatorresearch.org/special-battleground-report-on-food-and-health-part-ii-messages/,2026-02-16,economy,food_prices,negative,Trump and Republicans allowed food companies to take advantage of inflation to raise prices.,68,,,,,1500,online_panel,likely_voters,2.5,price_gouging;food_prices,68% concerned.
NAV_20260205_001,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_deployment,tracking_poll,Oppose the way Trump has deployed ICE,,59,,,opposition,1000,online_panel,registered_voters,3.1,navigator;immigration;ice;deployment,"All Eyes Are On ICE. Field: Jan 29 - Feb 1, 2026. 59% oppose ICE deployment."
NAV_20260205_002,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,mass_deportation,tracking_poll,Disapprove of Trump mass deportation plan,,52,,,disapproval,1000,online_panel,registered_voters,3.1,navigator;immigration;mass_deportation;trump,"52% disapprove. In Jan 2025, 51% approved of the plan."
NAV_20260205_003,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,balanced_approach,tested_message,Support balanced approach on immigration: focus on fixing broken system rather than mass deportations,66,25,+41,,,1000,online_panel,registered_voters,3.1,navigator;immigration;balanced_approach,66% support balanced approach. 25% support strict enforcement/mass deportations. Includes 48% of 2024 Trump voters.
NAV_20260205_004,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_violence,tested_message,Worried that ICE agents will act violently due to lack of training,65,,,,concern,1000,online_panel,registered_voters,3.1,navigator;immigration;ice_violence;concern,"65% worried (50% extremely worried). Inds 71%, Black 85%."
NAV_20260205_005,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_targeting,tested_message,Worried ICE is targeting people based on appearance,62,,,,concern,1000,online_panel,registered_voters,3.1,navigator;immigration;ice_targeting;concern,62% worried (48% extremely).
NAV_20260205_006,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_family_separation,tested_message,Worried ICE is detaining children and separating families,63,,,,concern,1000,online_panel,registered_voters,3.1,navigator;immigration;family_separation;concern,63% worried (47% extremely).
NAV_20260205_007,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_targeting_citizens,tested_message,Worried ICE is targeting citizens and lawful residents,60,,,,concern,1000,online_panel,registered_voters,3.1,navigator;immigration;ice_citizens;concern,60% worried (46% extremely).
NAV_20260205_008,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_targeting_community,tested_message,Worried ICE is targeting residents in your community,58,,,,concern,1000,online_panel,registered_voters,3.1,navigator;immigration;ice_community;concern,58% worried (44% extremely).
NAV_20260205_009,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_messaging,tested_message,"ICE should be going after violent criminals, but instead is being far too aggressive and broad in its approach.",,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration;ice;message_frame,"Top-testing message frame: Too aggressive and broad frame. Field: Jan 29 - Feb 1, 2026."
NAV_20260205_010,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_messaging,tested_message,"We are spending billions of dollars on ICE to terrorize our communities while cutting billions from things that help Americans get by, like health care and food assistance in Medicaid and SNAP.",,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration;ice;message_frame,"Top-testing message frame: Waste of money frame. Field: Jan 29 - Feb 1, 2026."
NAV_20260205_011,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_messaging,tested_message,ICE is acting like a secret police force in a dictatorship that is completely loyal to Trump: masked agents are terrorizing communities and killing citizens.,,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration;ice;message_frame,"Top-testing message frame: Secret police force frame. Field: Jan 29 - Feb 1, 2026."
NAV_20260205_012,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_messaging,tested_message,"ICE is tearing families apart, detaining and zip-tying children and separating U.S. citizen children from their families.",,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration;ice;message_frame,"Top-testing message frame: Tearing families apart frame. Field: Jan 29 - Feb 1, 2026."
NAV_20260205_013,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-05,immigration,ice_messaging,tested_message,"ICE is supposed to be making our communities safer, but they are making us less safe.",,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration;ice;message_frame,"Top-testing message frame: Makes communities less safe frame. Field: Jan 29 - Feb 1, 2026."
NAV_20260202_047,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-01,immigration,,tested_message,Those who say we need to allow ICE to do its job cracking down on illegal immigration,50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XC. - side 1. Field: 2026-02-01."
NAV_20260202_048,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-01,immigration,,tested_message,"Those who say ICE is out of control, cannot be fixed, and needs to be abolished",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XC. - side 2. Field: 2026-02-01."
NAV_20260202_049,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-01,immigration,,tested_message,Those who say we need to allow ICE to do its job cracking down on illegal immigration,45.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XD. - side 1. Field: 2026-02-01."
NAV_20260202_050,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-01,immigration,,tested_message,Those who say ICE is out of control and needs to be abolished and replaced with something else,55.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53XD. - side 2. Field: 2026-02-01."
NAV_20260202_051,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-01,immigration,,tested_message,Those who say we need to allow ICE to do its job cracking down on illegal immigration,40.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53Y. - side 1. Field: 2026-02-01."
NAV_20260202_052,Navigator Research,https://navigatorresearch.org/all-eyes-are-on-ice/,2026-02-01,immigration,,tested_message,"Those who say ICE is out of control and needs to be fixed, not abolished",60.0,,,,,1000,online_panel,registered_voters,3.1,navigator;immigration,"From Navigator topline Navigator-Topline-F02.02.26_extracted.txt, question Q53Y. - side 2. Field: 2026-02-01."
NAV_20260112_035,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,"Trump and Republicans who say tariffs have brought in hundreds of billions of dollars in revenue, so they can issue these rebate checks to low and middle income Americans so that everyone benefits",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48C. - side 1. Field: 2026-01-12."
NAV_20260112_036,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,"$1,000 per household. These rebates are just an effort to cover up how tariffs have raised costs on many things we buy. We should repeal the tariffs and lower costs not send a rebate check to cover them up",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48C. - side 2. Field: 2026-01-12."
NAV_20260112_037,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,"Trump and Republicans who say tariffs have brought in hundreds of billions of dollars in revenue, so they can issue rebate checks to low and middle income Americans so that everyone benefits",56.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48D. - side 1. Field: 2026-01-12."
NAV_20260112_038,Navigator Research,https://navigatorresearch.org/,2026-01-12,economy,,tested_message,Democrats who say these rebate checks would cost hundreds of billions of dollars and make inflation even worse at a time when prices are already too high. We should repeal the tariffs and bring inflation back in check not send a rebate check to cover them up,44.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q48D. - side 2. Field: 2026-01-12."
NAV_20260112_039,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54C. - side 1. Field: 2026-01-12."
NAV_20260112_040,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Democrats who say Maduro was a brutal dictator, but what Trump did is illegal: the President does not have the authority to use U.S. military force without approval from Congress, and this action violates both U.S. and international law",52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54C. - side 2. Field: 2026-01-12."
NAV_20260112_041,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",47.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54D. - side 1. Field: 2026-01-12."
NAV_20260112_042,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Democrats who say Maduro was a brutal dictator, but this is really about oil and enriching big corporations and billionaires: Trump wants",53.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"[Wording reconstructed from PDF topline context - was truncated in extraction] From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q54D. - side 2. Field: 2026-01-12."
NAV_20260112_043,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,"Trump and Republicans who say Maduro was a brutal dictator and narco terrorist who stole U.S. oil and assets, and that President Trump was right to use U.S. military force to capture him, remove him from power, and hold him accountable",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55C. - side 1. Field: 2026-01-12."
NAV_20260112_044,Navigator Research,https://navigatorresearch.org/,2026-01-12,foreign_policy,,tested_message,Democrats who say Trump's unilateral decision making makes the U.S. less safe. This attack puts U.S. troops at risk and risks dragging our country into another regime change war that will create more enemies,52.0,,,,,1000,online_panel,registered_voters,3.1,navigator;foreign_policy,"[Wording reconstructed from PDF topline context - was truncated in extraction] From Navigator topline Navigator-January-1-Topline-F01.12.26_extracted.txt, question Q55C. - side 2. Field: 2026-01-12."
