message_id,source,source_url,date,topic,issue_area,message_type,wording,support_pct,oppose_pct,net_score,preference_effect,effect_scale,sample_size,methodology,population,moe,tags,notes,dem_all
NAV_20260316_053,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,The Supreme Court ruled recent tariffs illegal and therefore Americans should get a rebate from the money that was stolen from them,57.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33C. - side 1. Field: 2026-03-16.",Dem:82.0%;Ind:65.0%;Rep:29.0%;AfrAm:70.0%;Hisp:69.0%;White:51.0%;AAPI:72.0%
NAV_20260316_054,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,The tariffs worked to bring in billions of dollars to the United States and now Americans should share in the success of this policy,43.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33C. - side 2. Field: 2026-03-16.",Dem:18.0%;Ind:35.0%;Rep:71.0%;AfrAm:30.0%;Hisp:31.0%;White:49.0%;AAPI:28.0%
NAV_20260316_055,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,"The tariffs raised costs for Americans by thousands of dollars a year, and therefore Americans should get a rebate from the money that was collected",65.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33D. - side 1. Field: 2026-03-16.",Dem:84.0%;Ind:76.0%;Rep:43.0%;AfrAm:74.0%;Hisp:72.0%;White:61.0%;AAPI:73.0%
NAV_20260316_056,Navigator Research,https://navigatorresearch.org/,2026-03-16,economy,,tested_message,The tariffs worked to bring in billions of dollars to the United States and now Americans should share in the success of this policy,35.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-Toplines-03.16.2026_extracted.txt, question Q33D. - side 2. Field: 2026-03-16.",Dem:16.0%;Ind:24.0%;Rep:57.0%;AfrAm:26.0%;Hisp:28.0%;White:39.0%;AAPI:27.0%
NAV_20260406_057,Navigator Research,https://navigatorresearch.org/,2026-04-06,healthcare,,tested_message,"Those who say we should absolutely root out waste, fraud, and abuse in government and hold bad actors accountable. But, Medicaid, SNAP, and the Affordable Care Act help millions of people afford the basics. We should not be cutting these programs at a time when so many people are struggling with high costs",65.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48A. - side 1. Field: 2026-04-06.",Dem:80.0%;Ind:71.0%;Rep:49.0%;AfrAm:75.0%;Hisp:68.0%;White:63.0%;AAPI:74.0%
NAV_20260406_058,Navigator Research,https://navigatorresearch.org/,2026-04-06,healthcare,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",35.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48A. - side 2. Field: 2026-04-06.",Dem:20.0%;Ind:29.0%;Rep:51.0%;AfrAm:25.0%;Hisp:32.0%;White:37.0%;AAPI:26.0%
NAV_20260406_059,Navigator Research,https://navigatorresearch.org/,2026-04-06,healthcare,,tested_message,"Those who say Medicaid, SNAP, and the Affordable Care Act help millions of people afford the basics. We should not be cutting these programs at a time when so many people are struggling with high costs",66.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48B. - side 1. Field: 2026-04-06.",Dem:85.0%;Ind:68.0%;Rep:45.0%;AfrAm:78.0%;Hisp:72.0%;White:61.0%;AAPI:75.0%
NAV_20260406_060,Navigator Research,https://navigatorresearch.org/,2026-04-06,healthcare,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",34.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q48B. - side 2. Field: 2026-04-06.",Dem:15.0%;Ind:32.0%;Rep:55.0%;AfrAm:22.0%;Hisp:28.0%;White:39.0%;AAPI:25.0%
NAV_20260406_061,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, but so much of that comes from private companies hired by the federal government and people who cheat on their taxes, not the government itself",41.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49A. - side 1. Field: 2026-04-06.",Dem:53.0%;Ind:41.0%;Rep:30.0%;AfrAm:41.0%;Hisp:42.0%;White:41.0%;AAPI:47.0%
NAV_20260406_062,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",59.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49A. - side 2. Field: 2026-04-06.",Dem:47.0%;Ind:59.0%;Rep:70.0%;AfrAm:59.0%;Hisp:58.0%;White:59.0%;AAPI:53.0%
NAV_20260406_063,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say criticisms of waste, fraud, and abuse are a distraction Americans",42.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49B. - side 1. Field: 2026-04-06.",Dem:60.0%;Ind:40.0%;Rep:24.0%;AfrAm:56.0%;Hisp:60.0%;White:36.0%;AAPI:51.0%
NAV_20260406_064,Navigator Research,https://navigatorresearch.org/,2026-04-06,government,,tested_message,"Those who say there is way too much waste, fraud, and abuse in government spending, and we need to cut back to reduce fraud and prevent out of control spending",58.0,,,,,1000,online_panel,registered_voters,3.1,navigator;government,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q49B. - side 2. Field: 2026-04-06.",Dem:40.0%;Ind:60.0%;Rep:76.0%;AfrAm:44.0%;Hisp:40.0%;White:64.0%;AAPI:49.0%
NAV_20260406_065,Navigator Research,https://navigatorresearch.org/,2026-04-06,economy,,contrast,"Democrats who say because of Trump and Republicans, the average American could pay thousands more this year in costs because of tariffs and increased gas prices, which would wipe out any possible savings from the One Big Beautiful Bill",47.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51C. - side 1. Field: 2026-04-06.",Dem:79.0%;Ind:47.0%;Rep:15.0%;AfrAm:65.0%;Hisp:64.0%;White:40.0%;AAPI:64.0%
NAV_20260406_066,Navigator Research,https://navigatorresearch.org/,2026-04-06,economy,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",40.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51C. - side 2. Field: 2026-04-06.",Dem:13.0%;Ind:22.0%;Rep:72.0%;AfrAm:26.0%;Hisp:25.0%;White:46.0%;AAPI:26.0%
NAV_20260406_067,Navigator Research,https://navigatorresearch.org/,2026-04-06,healthcare,,contrast,"Democrats who say the One Big Beautiful Bill raises costs on middle class families instead of helping them. It cut programs people depend on, like Medicaid and SNAP, to pay for tax cuts for billionaires and big corporations, leaving millions unable to put food on the table or afford health care",50.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51D. - side 1. Field: 2026-04-06.",Dem:83.0%;Ind:49.0%;Rep:16.0%;AfrAm:68.0%;Hisp:58.0%;White:44.0%;AAPI:64.0%
NAV_20260406_068,Navigator Research,https://navigatorresearch.org/,2026-04-06,healthcare,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",39.0,,,,,1000,online_panel,registered_voters,3.1,navigator;healthcare,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q51D. - side 2. Field: 2026-04-06.",Dem:10.0%;Ind:31.0%;Rep:71.0%;AfrAm:20.0%;Hisp:34.0%;White:45.0%;AAPI:27.0%
NAV_20260406_069,Navigator Research,https://navigatorresearch.org/,2026-04-06,economy,,contrast,"Democrats who say that this year, Republicans raised taxes on everyone except the ultra wealthy and enacted the highest tax increase on working Americans since 1982. Now, middle class families are paying up to $1,000 more in taxes this year, while the richest 1% are receiving nearly $9,000 in tax breaks",43.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52C. - side 1. Field: 2026-04-06.",Dem:76.0%;Ind:40.0%;Rep:10.0%;AfrAm:66.0%;Hisp:55.0%;White:36.0%;AAPI:55.0%
NAV_20260406_070,Navigator Research,https://navigatorresearch.org/,2026-04-06,economy,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",45.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52C. - side 2. Field: 2026-04-06.",Dem:14.0%;Ind:29.0%;Rep:80.0%;AfrAm:25.0%;Hisp:29.0%;White:52.0%;AAPI:38.0%
NAV_20260406_071,Navigator Research,https://navigatorresearch.org/,2026-04-06,economy,,contrast,"Democrats who say nearly 90% of workers do not benefit from the One Big Beautiful Bill's new tax policies on overtime and tips. Many middle class people will still have to pay taxes on tips, overtime, and Social Security, but billionaires and big corporations are really getting a trillion dollars in new tax breaks",48.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52D. - side 1. Field: 2026-04-06.",Dem:82.0%;Ind:47.0%;Rep:14.0%;AfrAm:69.0%;Hisp:54.0%;White:42.0%;AAPI:65.0%
NAV_20260406_072,Navigator Research,https://navigatorresearch.org/,2026-04-06,economy,,contrast,"Trump and Republicans who say the tax cuts in the One Big Beautiful Bill mean hardworking Americans will see bigger tax refunds this year, thanks to policies like no taxes on tips or overtime pay, and a $6,000 benefit for seniors on Social Security. These bigger refunds will make a real difference for families working hard to get by",41.0,,,,,1000,online_panel,registered_voters,3.1,navigator;economy,"From Navigator topline Navigator-April-1-Topline-F04.06.26_cleaned.txt, question Q52D. - side 2. Field: 2026-04-06.",Dem:12.0%;Ind:33.0%;Rep:73.0%;AfrAm:21.0%;Hisp:35.0%;White:46.0%;AAPI:27.0%
